Column1;Column2;Column3;Column4
czywiesz2930;jaki jest najwiêkszy sukces pi³karek klubu VfL Wolfsburg?;36/71/b7/b3/a9/35/c9/f7/c2/60/9d/98/35/10/58/54/wikiVfL#Wolfsburg#_40_pi_322_ka#no_380_na#kobiet_41_/wikiVfL#Wolfsburg#_40_pi_322_ka#no_380_na#kobiet_41_.xml;wikiVfL#Wolfsburg#_40_pi_322_ka#no_380_na#kobiet_41_
czywiesz2931;kto napisa³ piosenkê Woman in Love dla Barbry Streisand?;5f/af/e5/cb/5a/76/ac/2e/02/4b/8a/a1/eb/68/cc/f6/wikiWoman#in#Love/wikiWoman#in#Love.xml;wikiWoman#in#Love
czywiesz2932;który brytyjski muzyk soulowo-folkowy w 2012 roku znalaz³ siê na szczycie presti¿owej listy BBC – Sound of 2012?;33/a6/55/fe/23/b5/3e/85/59/11/40/f3/7c/fb/5b/65/wikiMichael#Kiwanuka/wikiMichael#Kiwanuka.xml;wikiMichael#Kiwanuka
czywiesz2933;na jakie systemy prawne oddzia³a³ system prawny Niemiec?;62/ac/6a/d6/3b/04/03/6b/8d/00/c6/69/5d/5d/a5/f7/wikiSystem#prawny#Niemiec/wikiSystem#prawny#Niemiec.xml;wikiSystem#prawny#Niemiec
czywiesz2934;który niemiecki architekt by³ autorem g³ównego projektu budynków Poczty G³ównej w Toruniu?;eb/6e/7b/61/de/3b/c1/7e/1b/45/d6/ce/f6/b9/56/a5/wikiPoczta#G_322__243_wna#w#Toruniu/wikiPoczta#G_322__243_wna#w#Toruniu.xml;wikiPoczta#G_322__243_wna#w#Toruniu
czywiesz2935;co opisywa³ dokument z butelki znalezionej w lipcu 2009 roku w wie¿y koœcio³a œw. Wawrzyñca w Bobrownikach?;cd/75/5d/f5/d0/38/22/7d/14/51/00/2d/d7/3c/fd/56/wikiKo_347_ci_243__322_#_347_w_46_#Wawrzy_324_ca#w#Bobrownikach/wikiKo_347_ci_243__322_#_347_w_46_#Wawrzy_324_ca#w#Bobrownikach.xml;wikiKo_347_ci_243__322_#_347_w_46_#Wawrzy_324_ca#w#Bobrownikach
czywiesz2936;gdzie na Szlaku Architektury Drewnianej w województwie œl¹skim mo¿na podziwiaæ renesansow¹ ambonê z ciekaw¹ dekoracj¹ z papier-mâché?;4c/7e/a7/b4/ac/bc/e2/10/7a/a0/d5/72/f5/a5/21/14/wikiKo_347_ci_243__322_#_347_w_46_#Walentego#w#Wo_378_nikach/wikiKo_347_ci_243__322_#_347_w_46_#Walentego#w#Wo_378_nikach.xml;wikiKo_347_ci_243__322_#_347_w_46_#Walentego#w#Wo_378_nikach
czywiesz2937;jaki obiekt kultu mo¿na zobaczyæ w sanktuarium maryjnym w Lubaszu?;e9/72/02/98/83/93/c5/6d/51/68/e2/0c/79/c4/42/7f/wikiSanktuarium#Kr_243_lowej#Rodzin#w#Lubaszu/wikiSanktuarium#Kr_243_lowej#Rodzin#w#Lubaszu.xml;wikiSanktuarium#Kr_243_lowej#Rodzin#w#Lubaszu
czywiesz2938;we wnêtrzach jakiego zabytkowego kompleksu urz¹dzono Muzeum In¿ynierii Komunalnej Torunia?;8f/f6/a4/bd/65/6d/0d/49/92/5b/88/7c/4f/7d/95/10/wikiStacja#pomp#Stare#Bielany#w#Toruniu/wikiStacja#pomp#Stare#Bielany#w#Toruniu.xml;wikiStacja#pomp#Stare#Bielany#w#Toruniu
czywiesz2939;który niemiecki matematyk i fizyk by³ pionierem badañ nad promieniami katodowymi?;77/75/5d/63/59/f9/e7/00/67/98/e3/c5/6b/38/f6/5f/wikiJulius#Pl_252_cker/wikiJulius#Pl_252_cker.xml;wikiJulius#Pl_252_cker
czywiesz2940;jakie represje stosowali Niemcy wobec Polaków udzielaj¹cych pomocy ¯ydom w czasie II wojny œwiatowej?;4e/e9/58/ee/60/de/ba/14/41/1e/b9/92/a8/13/3a/3d/wikiNiemieckie#represje#wobec#Polak_243_w#nios_261_cych#pomoc#_379_ydom/wikiNiemieckie#represje#wobec#Polak_243_w#nios_261_cych#pomoc#_379_ydom.xml;wikiNiemieckie#represje#wobec#Polak_243_w#nios_261_cych#pomoc#_379_ydom
czywiesz2941;dlaczego przysz³y profesor Uniwersytetu Hebrajskiego chcia³ dokonaæ samospalenia przed Pomnikiem Wolnoœci w Rydze?;d9/57/df/e3/0f/4e/8d/43/6f/2f/69/7e/ca/31/53/65/wikiEliyahu#Rips/wikiEliyahu#Rips.xml;wikiEliyahu#Rips
czywiesz2942;kiedy powsta³a wêgierska rockowa grupa muzyczna „Apostol”?;fd/3c/3c/79/96/de/b0/16/17/31/da/b5/92/79/97/24/wikiApostol/wikiApostol.xml;wikiApostol
czywiesz2943;ile eksponatów znajduje siê obecnie w zbiorach pierwszego muzeum poœwiêconego sztuce amerykañskiej?;d7/2b/d7/86/1f/78/ff/b1/9a/f6/ed/00/bf/91/bc/16/wikiButler#Institute#of#American#Art/wikiButler#Institute#of#American#Art.xml;wikiButler#Institute#of#American#Art
czywiesz2944;jak u³atwiæ sobie pisanie szablonów w C++?;ca/9d/6a/71/e1/36/d8/fb/6a/66/95/54/1f/7a/3e/6b/wikiDecltype/wikiDecltype.xml;wikiDecltype
czywiesz2945;która peruwiañska piosenkarka zosta³a uhonorowana tytu³em Artysty UNESCO na rzecz Pokoju?;c9/ad/9d/53/74/75/65/74/db/93/8f/01/86/5f/2c/76/wikiTania#Libertad/wikiTania#Libertad.xml;wikiTania#Libertad
czywiesz2946;czego dotyczy³ dokument soboru watykañskiego II, podpisany przez papie¿a Paw³a VI 28 paŸdziernika 1965 roku?;d7/71/90/ae/e6/70/ad/ec/c6/a8/79/d3/23/0d/81/d6/wikiPerfectae#caritatis/wikiPerfectae#caritatis.xml;wikiPerfectae#caritatis
czywiesz2947;jak nazywa siê nurt we wzornictwie propaguj¹cy ³¹czenie elementów rêkodzielnictwa i wyrobnictwa ludowego ze wspó³czesnymi trendami?;85/a7/de/8f/ed/9f/79/01/8a/bd/2c/64/60/4a/ad/74/wikiEtnodizajn/wikiEtnodizajn.xml;wikiEtnodizajn
czywiesz2948;"do czego przeznaczony jest Robot Wsparcia In¿ynieryjnego ""MAREK""?";57/22/26/e0/4d/d3/c9/ce/18/60/9d/96/74/34/2d/23/wikiRobot#Wsparcia#In_380_ynieryjnego#_34_MAREK_34_/wikiRobot#Wsparcia#In_380_ynieryjnego#_34_MAREK_34_.xml;wikiRobot#Wsparcia#In_380_ynieryjnego#_34_MAREK_34_
czywiesz2949;który polski artysta malowa³ na p³ytkach z koœci s³oniowej, a jako spoiwa do pigmentów u¿ywa³ przede wszystkim miodu?;dc/96/0b/19/88/67/79/34/12/95/f4/7b/0e/a6/1e/8c/wikiZygmunt#Sowa_45_Sowi_324_ski/wikiZygmunt#Sowa_45_Sowi_324_ski.xml;wikiZygmunt#Sowa_45_Sowi_324_ski
czywiesz2950;kto w 1933 roku odegra³ g³ówn¹ rolê w zawarciu porozumienia miêdzy Œwiatow¹ Organizacj¹ Syjonistyczn¹ i nazistowskimi w³adzami III Rzeszy?;18/25/33/ae/5f/16/63/0b/13/6c/20/ba/3f/83/5d/d4/wikiHaim#Arlosoroff/wikiHaim#Arlosoroff.xml;wikiHaim#Arlosoroff
czywiesz2951;co by³o przyczyn¹ schizmy arseniañskiej?;4c/43/b8/f6/9e/62/d7/22/3b/57/05/f5/69/c4/b1/99/wikiSchizma#arsenia_324_ska/wikiSchizma#arsenia_324_ska.xml;wikiSchizma#arsenia_324_ska
czywiesz2952;w jakim przypadku podanie wyroku do publicznej wiadomoœci jest obligatoryjne?;f4/76/88/a0/74/5a/73/80/d5/d5/1f/9b/97/10/57/7f/wikiPodanie#wyroku#do#publicznej#wiadomo_347_ci/wikiPodanie#wyroku#do#publicznej#wiadomo_347_ci.xml;wikiPodanie#wyroku#do#publicznej#wiadomo_347_ci
czywiesz2953;kto 19 maja 2012 roku uzyska³ oficjalne poparcie Czeskiej Partii Socjaldemokratycznej jako kandydat na prezydenta Czech?;4d/66/2c/4d/e4/1f/34/7b/6f/25/45/98/b0/7e/5d/b0/wikiJi_345__237_#Dienstbier#_40_ur_46_#1969_41_/wikiJi_345__237_#Dienstbier#_40_ur_46_#1969_41_.xml;wikiJi_345__237_#Dienstbier#_40_ur_46_#1969_41_
czywiesz2954;z czyjego poematu epickiego Rubens zaczerpn¹³ temat swojego obrazu Merkury i Argus?;9d/7b/36/fe/b8/8e/82/7f/27/b6/bc/17/2e/29/3e/cb/wikiMerkury#i#Argus/wikiMerkury#i#Argus.xml;wikiMerkury#i#Argus
czywiesz2955;który powstaniec styczniowy by³ adiutantem pu³kownika Zygmunta Jordana?;4f/93/c8/66/08/e1/9c/c1/06/58/74/09/d5/2d/7e/6f/wikiJuliusz#Tarnowski#_40_powstaniec_41_/wikiJuliusz#Tarnowski#_40_powstaniec_41_.xml;wikiJuliusz#Tarnowski#_40_powstaniec_41_
czywiesz2956;jaki gatunek gryzonia zosta³ odkryty w prekolumbijskim mieœcie za³o¿onym przez Majów na pó³wyspie Jukatan?;db/b1/9a/25/32/f3/9b/3e/fb/ca/16/a9/c7/5a/45/4f/wikiOtonyctomys#hatti/wikiOtonyctomys#hatti.xml;wikiOtonyctomys#hatti
czywiesz2957;co okreœla siê terminem notchback?;10/d0/9e/1b/3c/7c/b0/a1/97/65/71/33/0d/f0/05/13/wikiNotchback/wikiNotchback.xml;wikiNotchback
czywiesz2958;kto by³ za³o¿ycielem i g³ównym prowadz¹cym Warszawskiego Towarzystwa Œpiewaczego „Lutnia”?;9d/10/26/87/3f/27/cc/f0/c8/c1/96/92/a5/06/3b/67/wikiPiotr#Maszy_324_ski/wikiPiotr#Maszy_324_ski.xml;wikiPiotr#Maszy_324_ski
czywiesz2959;jak mo¿na potwierdzaæ to¿samoœæ elektronicznie?;a5/0f/40/5f/bc/aa/9f/e8/d0/a0/22/14/f5/35/18/a6/wikiSchemat#identyfikacji#Schnorra/wikiSchemat#identyfikacji#Schnorra.xml;wikiSchemat#identyfikacji#Schnorra
czywiesz2960;który obraz olejny zosta³ uznany za dzie³o Francisca Goi dopiero w 1993 roku?;cf/b1/93/47/bd/00/45/da/1e/e1/2a/9e/bd/37/b4/7d/wikiHannibal#zwyci_281_zca#po#raz#pierwszy#spogl_261_daj_261_cy#z#Alp#w#kierunku#Italii/wikiHannibal#zwyci_281_zca#po#raz#pierwszy#spogl_261_daj_261_cy#z#Alp#w#kierunku#Italii.xml;wikiHannibal#zwyci_281_zca#po#raz#pierwszy#spogl_261_daj_261_cy#z#Alp#w#kierunku#Italii
czywiesz2961;gdzie spoczywaj¹ prochy Nikoli Tesli, s³ynnego uczonego i wynalazcy silnika elektrycznego?;5e/9c/73/72/50/65/0e/b1/a4/fa/22/fa/82/db/9a/62/wikiMuzeum#Nikoli#Tesli#w#Belgradzie/wikiMuzeum#Nikoli#Tesli#w#Belgradzie.xml;wikiMuzeum#Nikoli#Tesli#w#Belgradzie
czywiesz2962;który polski dziennikarz w latach 1955–1961 by³ dyrektorem Polskiego Instytutu Naukowego w Ameryce?;3f/84/4b/78/48/60/32/f6/0b/be/9a/1e/ee/6b/87/64/wikiStanis_322_aw#Strzetelski/wikiStanis_322_aw#Strzetelski.xml;wikiStanis_322_aw#Strzetelski
czywiesz2963;w jaki sposób Portret Asensia Juli? pêdzla Francisca Goi trafi³ do zbiorów Muzeum Thyssen-Bornemisza?;67/76/1d/fe/c1/53/39/f1/0e/22/bc/5d/2f/91/1a/dd/wikiPortret#Asensia#Juli_224_#_40_1798_41_/wikiPortret#Asensia#Juli_224_#_40_1798_41_.xml;wikiPortret#Asensia#Juli_224_#_40_1798_41_
czywiesz2964;gdzie po³o¿one jest Ko³o Obserwatora zaliczane do Korony Sudetów Polskich?;1e/ce/01/6a/03/b8/e5/72/02/6a/68/03/d7/c5/4a/f0/wikiKo_322_o#Obserwatora/wikiKo_322_o#Obserwatora.xml;wikiKo_322_o#Obserwatora
czywiesz2965;ile p³yt w ci¹gu swej kariery sprzeda³ brazylijski piosenkarz Roberto Carlos?;d1/d2/a2/db/84/05/2c/21/44/01/38/57/52/20/54/71/wikiRoberto#Carlos#_40_piosenkarz_41_/wikiRoberto#Carlos#_40_piosenkarz_41_.xml;wikiRoberto#Carlos#_40_piosenkarz_41_
czywiesz2966;co obecnie znajduje siê w pa³acu w S?o Paulo – jednym z pierwszych zabytków niepodleg³ej Brazylii?;0a/c3/9b/e1/f4/61/58/e4/20/f6/0f/80/47/a0/5c/49/wikiMuseu#Paulista/wikiMuseu#Paulista.xml;wikiMuseu#Paulista
czywiesz2967;czemu zawdziêcza swoj¹ nazwê Wybrze¿e Œmierci?;31/e2/e8/66/c8/9b/27/7b/a1/ed/57/c7/51/b7/b1/8a/wikiCosta#da#Morte/wikiCosta#da#Morte.xml;wikiCosta#da#Morte
czywiesz2968;który portugalski genera³, szef Sztabu Generalnego w latach 1974–1976, by³ prezydentem Portugalii?;4a/bb/3e/b8/fa/c1/90/b4/d5/c2/2a/fb/34/dc/d2/31/wikiFrancisco#da#Costa#Gomes/wikiFrancisco#da#Costa#Gomes.xml;wikiFrancisco#da#Costa#Gomes
czywiesz2969;sportowcy z jakich krajów rywalizuj¹ w Igrzyskach Luzofonii?;25/75/5b/99/4f/6f/db/65/3c/6f/bc/70/a2/ee/e8/95/wikiIgrzyska#Luzofonii/wikiIgrzyska#Luzofonii.xml;wikiIgrzyska#Luzofonii
czywiesz2970;gdzie po³o¿one jest jedno z najwa¿niejszych muzeów sztuki wspó³czesnej na terenie Ameryki £aciñskiej?;e1/f5/89/b4/43/98/53/f3/a9/50/ee/4d/49/59/e1/a3/wikiMuseu#de#Arte#Contempor_226_nea#da#Universidade#de#S_227_o#Paulo/wikiMuseu#de#Arte#Contempor_226_nea#da#Universidade#de#S_227_o#Paulo.xml;wikiMuseu#de#Arte#Contempor_226_nea#da#Universidade#de#S_227_o#Paulo
czywiesz2971;który amerykañski malarz by³ jednym z cz³onków-za³o¿ycieli ugrupowania Ten American Painters?;ba/0f/2d/21/40/13/b3/0d/da/e3/2d/be/02/f8/02/9f/wikiFrank#Weston#Benson/wikiFrank#Weston#Benson.xml;wikiFrank#Weston#Benson
czywiesz2972;jaki obiekt na Marsie zosta³ nazwany na czeœæ in¿yniera z NASA?;19/13/1a/d3/d2/65/e8/d4/8f/0e/bd/12/6b/c3/a7/3b/wikiJake#Matijevic/wikiJake#Matijevic.xml;wikiJake#Matijevic
czywiesz2973;kto jest przywódc¹ koalicji Gruziñskie Marzenie, która w paŸdzierniku 2012 roku wygra³a wybory parlamentarne w Gruzji?;ba/61/fa/bd/fd/9c/ff/9e/d4/ca/2c/e0/28/41/41/d2/wikiBidzina#Iwaniszwili/wikiBidzina#Iwaniszwili.xml;wikiBidzina#Iwaniszwili
czywiesz2974;co symbolizuje szkar³atna szata na obrazie Córki Cekropsa znajduj¹ Erichtoniosa pêdzla Jacoba Jordaensa?;f6/3d/58/4a/b4/3c/be/03/f2/e1/fa/ba/b4/f2/c3/5a/wikiC_243_rki#Cekropsa#znajduj_261_#Erichtoniosa/wikiC_243_rki#Cekropsa#znajduj_261_#Erichtoniosa.xml;wikiC_243_rki#Cekropsa#znajduj_261_#Erichtoniosa
czywiesz2975;który kanadyjski olimpijczyk reprezentowa³ Wis³ê Zakopane?;8e/55/27/be/cc/46/d8/7a/10/99/36/2b/64/46/86/a6/wikiMax#Thompson#_40_kombinator#norweski_41_/wikiMax#Thompson#_40_kombinator#norweski_41_.xml;wikiMax#Thompson#_40_kombinator#norweski_41_
czywiesz2976;jaki angielski deser wed³ug pierwotnego przepisu powinien byæ dope³niony mlekiem prosto spod krowy?;06/64/80/40/65/a3/41/f5/8c/fd/2b/8c/02/fc/2f/2b/wikiSyllabub/wikiSyllabub.xml;wikiSyllabub
czywiesz2977;kto odkry³ i przywióz³ do Adelajdy ksiê¿niczkê wspania³¹?;c1/d8/48/0d/00/f1/3c/88/aa/a5/d4/7e/cd/46/bf/dc/wikiFrederick#George#Waterhouse/wikiFrederick#George#Waterhouse.xml;wikiFrederick#George#Waterhouse
czywiesz2978;co by³o g³ównym zajêciem w³oskiego prawnika Antonia Salviatiego?;a9/43/3d/37/34/25/10/ad/5b/d5/ee/8d/16/c4/45/a1/wikiAntonio#Salviati/wikiAntonio#Salviati.xml;wikiAntonio#Salviati
czywiesz2979;która niemiecka uczelnia by³a nazywana „œwiat³em pó³nocy”?;b6/c1/0d/30/6c/c9/d3/26/10/a3/cc/27/58/b1/8c/19/wikiUniwersytet#w#Rostocku/wikiUniwersytet#w#Rostocku.xml;wikiUniwersytet#w#Rostocku
czywiesz2980;jaki by³ cel misji japoñskiego bezza³ogowego kosmicznego statku zaopatrzeniowego HTV-3?;7b/77/39/47/cc/3f/75/60/6e/73/fc/37/e5/f8/b3/6e/wikiHTV_45_3/wikiHTV_45_3.xml;wikiHTV_45_3
czywiesz2981;który niemiecki in¿ynier uwa¿any jest za jednego z pionierów nauki o wymianie ciep³a?;4e/94/de/cf/59/73/05/13/78/84/7e/13/f9/73/e4/a9/wikiFranz#Grashof/wikiFranz#Grashof.xml;wikiFranz#Grashof
czywiesz2982;jak dzia³a APXS – urz¹dzenie instalowane przez NASA na ³azikach marsjañskich?;75/bf/cc/e4/4b/bb/6b/10/0f/51/e9/91/be/83/d3/86/wikiAlpha#Particle#X_45_ray#Spectrometer/wikiAlpha#Particle#X_45_ray#Spectrometer.xml;wikiAlpha#Particle#X_45_ray#Spectrometer
czywiesz2983;kto by³ jednym z pierwszych malarzy, którzy wprowadzili europejski impresjonizm do Ameryki?;11/67/b3/8f/be/fc/89/a3/81/d0/97/e1/60/ea/26/05/wikiRobert#Vonnoh/wikiRobert#Vonnoh.xml;wikiRobert#Vonnoh
czywiesz2984;z jakiej okazji utworzono IAAF Hall of Fame?;be/cf/d3/e3/9b/eb/63/d1/86/c2/e5/b8/82/9f/a9/45/wikiIAAF#Hall#of#Fame/wikiIAAF#Hall#of#Fame.xml;wikiIAAF#Hall#of#Fame
czywiesz2985;dlaczego na obrazie Szata Józefa Velazqueza pojawia siê pies?;4c/2c/36/d6/68/94/03/c3/03/30/0f/77/1d/0e/ba/4d/wikiSzata#J_243_zefa/wikiSzata#J_243_zefa.xml;wikiSzata#J_243_zefa
czywiesz2986;które mikroskopijne glony od 200 mln lat maj¹ wp³yw na kszta³towanie klimatu?;63/82/d8/d3/28/71/87/c0/6b/94/98/87/93/14/41/37/wikiHaptofity/wikiHaptofity.xml;wikiHaptofity
czywiesz2987;który z Normanów za³o¿y³ zakon gilbertynów – jedyny angielski zakon powsta³y w œredniowieczu?;e8/fd/06/f7/1d/9c/41/43/e9/3a/cc/24/3a/d8/93/50/wikiGilbert#z#Sempringham/wikiGilbert#z#Sempringham.xml;wikiGilbert#z#Sempringham
czywiesz2988;jak dzia³a lewar hydrauliczny?;61/9f/71/a0/c2/50/f6/13/89/3a/25/a3/3f/ca/26/d5/wikiLewar#hydrauliczny/wikiLewar#hydrauliczny.xml;wikiLewar#hydrauliczny
czywiesz2989;kto by³ twórc¹ znanej na œwiecie szko³y naukowej w Zak³adzie Anatomii Patologicznej PAM?;52/de/85/0e/92/26/c8/c3/b3/e7/57/b6/75/30/5d/37/wikiKazimierz#Stoja_322_owski/wikiKazimierz#Stoja_322_owski.xml;wikiKazimierz#Stoja_322_owski
czywiesz2990;czyje urodziny upamiêtnia obchodzony corocznie 28 lipca Œwiatowy Dzieñ Wirusowego Zapalenia W¹troby?;24/70/20/50/fb/a8/f5/9b/e3/87/51/92/a6/e6/7e/fe/wiki_346_wiatowy#Dzie_324_#Wirusowego#Zapalenia#W_261_troby/wiki_346_wiatowy#Dzie_324_#Wirusowego#Zapalenia#W_261_troby.xml;wiki_346_wiatowy#Dzie_324_#Wirusowego#Zapalenia#W_261_troby
czywiesz2991;który nierozpowszechniany brytyjski plakat propagandowy z okresu II wojny œwiatowej zyska³ popularnoœæ na pocz¹tku XXI wieku?;f5/c9/78/a2/21/e3/7e/f5/7d/df/1b/0d/bd/b8/0f/71/wikiKeep#Calm#and#Carry#On/wikiKeep#Calm#and#Carry#On.xml;wikiKeep#Calm#and#Carry#On
czywiesz2992;który filozof w latach 1935–1938 by³ rektorem Uniwersytetu Hebrajskiego w Jerozolimie?;73/83/5b/47/60/76/29/3e/18/3f/ac/b4/9d/99/b8/7d/wikiHugo#Bergmann/wikiHugo#Bergmann.xml;wikiHugo#Bergmann
czywiesz2993;w którym mieœcie odnotowano wystêpowanie jedynego w Polsce gatunku z rodzaju polikarpon?;48/d0/03/2d/80/06/5c/02/a7/30/f9/5c/f3/bd/5a/f4/wikiPolikarpon/wikiPolikarpon.xml;wikiPolikarpon
czywiesz2994;gdzie znajduje siê najwiêksza i najbardziej presti¿owa uczelnia publiczna Koreañskiej Republiki Ludowo-Demokratycznej?;ed/52/a1/f0/2b/46/5d/b8/1e/7a/28/5f/fc/da/bd/32/wikiUniwersytet#im_46_#Kim#Ir#Sena/wikiUniwersytet#im_46_#Kim#Ir#Sena.xml;wikiUniwersytet#im_46_#Kim#Ir#Sena
czywiesz2995;jak powsta³a „czarna ziemia Indian”?;f5/9e/1e/29/f6/e1/95/70/11/42/26/c9/63/a2/6d/52/wikiTerra#preta/wikiTerra#preta.xml;wikiTerra#preta
czywiesz2996;kiedy zakwita – spotykana w zachodniej czêœci Polski – lepnica smuk³a?;18/c1/79/4c/de/73/e9/85/f1/0d/d6/be/d8/2b/db/d9/wikiLepnica#smuk_322_a/wikiLepnica#smuk_322_a.xml;wikiLepnica#smuk_322_a
czywiesz2997;ile sióstr zgromadzenia Córek Bo¿ej Mi³oœci pracuje obecnie w Polsce?;32/ff/a4/4f/8f/88/40/79/51/20/7d/16/44/50/3a/18/wikiC_243_rki#Bo_380_ej#Mi_322_o_347_ci/wikiC_243_rki#Bo_380_ej#Mi_322_o_347_ci.xml;wikiC_243_rki#Bo_380_ej#Mi_322_o_347_ci
czywiesz2998;jakie odznaczenie powsta³o w wyniku procesu demokratyzacji Portugalii, zapocz¹tkowanego w 1974 roku przez rewolucjê goŸdzików?;c2/87/de/db/c8/8a/10/02/db/32/6e/12/f5/bc/1d/52/wikiOrder#Wolno_347_ci/wikiOrder#Wolno_347_ci.xml;wikiOrder#Wolno_347_ci
czywiesz2999;co wykaza³a radiografia Portretu Josefy Bayeu pêdzla Francisca Goi?;4b/6b/f6/83/33/a2/8e/39/d6/7f/74/fa/d8/5d/a1/55/wikiPortret#Josefy#Bayeu/wikiPortret#Josefy#Bayeu.xml;wikiPortret#Josefy#Bayeu
czywiesz3000;który polski szlachcic urodzony w Ostrowcu Œwiêtokrzyskim za³o¿y³ w 1735 roku miasto Sandusky w USA?;d3/8c/74/aa/cc/a8/50/24/c5/b7/83/27/33/45/15/dc/wikiAntoni#Sadowski/wikiAntoni#Sadowski.xml;wikiAntoni#Sadowski
czywiesz3001;ile pieniêdzy na stypendia dla dzieci i studentów przeznaczy³a w 2011 roku Fundacja Rodzin Górniczych?;3c/14/f4/56/34/51/e9/c9/aa/f1/bb/8c/a5/34/58/c4/wikiFundacja#Rodzin#G_243_rniczych/wikiFundacja#Rodzin#G_243_rniczych.xml;wikiFundacja#Rodzin#G_243_rniczych
czywiesz3002;w odniesieniu do której bitwy John Curtin u¿y³ terminu Bitwa o Australiê?;7f/8d/44/51/8f/9f/ec/27/ec/46/c2/b4/ea/ec/01/f9/wikiBitwa#o#Australi_281_/wikiBitwa#o#Australi_281_.xml;wikiBitwa#o#Australi_281_
czywiesz3003;gdzie wielokrotnie wystawia³ swoje prace polski architekt i malarz Zbigniew Brochwicz-Lewiñski?;ae/73/a3/f3/5a/5f/34/0a/fc/31/05/b7/57/b2/08/93/wikiZbigniew#Brochwicz_45_Lewi_324_ski/wikiZbigniew#Brochwicz_45_Lewi_324_ski.xml;wikiZbigniew#Brochwicz_45_Lewi_324_ski
czywiesz3004;czyj udzia³ w czternastym filmie z cyklu Ca³a naprzód mia³ u³atwiæ wejœcie serii na rynek kinowy USA?;2f/eb/88/94/58/27/9d/28/7e/0a/f0/b9/35/54/91/3c/wikiZa#tym#wielb_322__261_dem_33_/wikiZa#tym#wielb_322__261_dem_33_.xml;wikiZa#tym#wielb_322__261_dem_33_
czywiesz3005;jakich odkryæ dokonano korzystaj¹c z teleskopu Subaru?;17/e5/50/25/75/e7/e0/2b/13/64/c2/3c/5c/b9/b4/57/wikiTeleskop#Subaru/wikiTeleskop#Subaru.xml;wikiTeleskop#Subaru
czywiesz3006;która drapie¿na ryba morska sta³a siê przedmiotem kultu dla ludnoœci muzu³mañskiej?;be/8b/ca/d4/02/db/3b/96/fe/b8/6e/b0/26/3a/89/17/wikiIdolek#maureta_324_ski/wikiIdolek#maureta_324_ski.xml;wikiIdolek#maureta_324_ski
czywiesz3007;co wed³ug legendy by³o bezpoœredni¹ przyczyn¹ wybuchu powstania pod wodz¹ Lucjusza Juniusza Brutusa, które doprowadzi³o do obalenia rzymskiej monarchii i powo³ania republiki?;65/d7/c3/ec/92/d6/73/de/08/8d/2b/7c/c1/4c/94/4e/wikiTarkwiniusz#i#Lukrecja/wikiTarkwiniusz#i#Lukrecja.xml;wikiTarkwiniusz#i#Lukrecja
czywiesz3008;jakie w³asnoœci ma algebra von Neumanna?;40/dc/91/b5/6f/0d/a4/c8/7f/22/25/c8/00/71/32/84/wikiAlgebra#von#Neumanna/wikiAlgebra#von#Neumanna.xml;wikiAlgebra#von#Neumanna
czywiesz3009;gdzie znajduje siê jedno z najwa¿niejszych miejsc upamiêtniaj¹cych ofiary rzezi na warszawskiej Woli?;27/36/f5/1c/8d/8e/34/e3/25/f8/b3/c9/42/04/22/42/wikiPlac#M_281_czennik_243_w#Warszawskiej#Woli#w#Warszawie/wikiPlac#M_281_czennik_243_w#Warszawskiej#Woli#w#Warszawie.xml;wikiPlac#M_281_czennik_243_w#Warszawskiej#Woli#w#Warszawie
czywiesz3010;do kogo skierowany jest miêdzynarodowy konkurs Humans in Space?;6c/f1/31/27/f3/94/34/5e/18/be/51/ac/3f/39/2d/94/wikiHumans#in#Space/wikiHumans#in#Space.xml;wikiHumans#in#Space
czywiesz3011;w jakich okolicznoœciach zmieniono tytu³ obrazu Roberta Vonnoha z Maki na Na flandryjskim polu, gdzie œpi¹ ¿o³nierze i rosn¹ maki?;3c/92/93/46/a8/49/5b/d4/ae/00/52/12/5b/65/1e/cf/wikiNa#flandryjskim#polu_44_#gdzie#_347_pi_261_#_380_o_322_nierze#i#rosn_261_#maki/wikiNa#flandryjskim#polu_44_#gdzie#_347_pi_261_#_380_o_322_nierze#i#rosn_261_#maki.xml;wikiNa#flandryjskim#polu_44_#gdzie#_347_pi_261_#_380_o_322_nierze#i#rosn_261_#maki
czywiesz3012;która polska poetka i dziennikarka wchodzi w sk³ad grupy literackiej „Magnus Ducatus Poesis – Wielkie Ksiêstwo Poetów”?;73/92/c5/10/6d/82/63/20/a7/fb/31/fb/7e/46/00/2a/wikiBarbara#Gruszka_45_Zych/wikiBarbara#Gruszka_45_Zych.xml;wikiBarbara#Gruszka_45_Zych
czywiesz3013;jaki powiat utworzono w województwie œl¹skim po aneksji Zaolzia?;4b/e7/e3/b8/12/58/85/e5/0a/bf/11/bb/0a/50/da/70/wikiPowiat#frysztacki#_40_II#Rzeczpospolita_41_/wikiPowiat#frysztacki#_40_II#Rzeczpospolita_41_.xml;wikiPowiat#frysztacki#_40_II#Rzeczpospolita_41_
czywiesz3014;gdzie wystêpuje najwiêksze zró¿nicowanie Eremogone?;b4/00/41/54/cd/db/23/18/71/e8/77/3a/6d/2a/cf/09/wikiEremogone/wikiEremogone.xml;wikiEremogone
